latitude,longitude,temperature,humid,dewpoint,cloudcover,pressure,wind_speed,icon,visibility,high_temp,low_temp,uv,sunrise,sunset,time
18.625,99.125,27.3,83,24.1,100,1003.5,6.8,81,20460,31,25.3,9.05,2023-06-08T12:01,2023-06-07T22:44,2023-06-08T11:00
