latitude,longitude,temperature,humid,dewpoint,cloudcover,pressure,wind_speed,icon,visibility,high_temp,low_temp,uv,sunrise,sunset,time
51.5,-0.120000124,22,55,12.6,0,1012.5,16.8,0,24140,24.4,11.2,6.95,2023-06-09T20:17,2023-06-09T03:42,2023-06-09T19:00
